query_id	subject_id	identity	qcov	scov	evalue	bitscore	best_hit	reciprocal_best_hit	confidence
MBB3329389.1	EHJ92867.1	76.7	93.1	97.5	3.2900000000000003e-122	344.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329390.1	EHJ92866.1	86.9	100.0	100.0	3.8100000000000004e-215	585.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329391.1	EHJ92865.1	85.2	100.0	100.0	3.85e-186	509.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329392.1	EHJ92864.1	83.9	100.0	99.4	2.9000000000000003e-99	280.0	YES	YES	FUNCTION_CONFLICT
MBB3329393.1	EHJ93035.1	30.0	91.0	92.9	2.25e-79	258.0	YES	NO	FUNCTION_CONFLICT
MBB3329394.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329395.1	EHJ91464.1	32.8	95.6	97.0	3.7e-34	123.0	YES	NO	FUNCTION_CONFLICT
MBB3329396.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329397.1	EHJ92146.1	85.6	96.8	94.5	4.72e-283	773.0	YES	NO	PARALOG_AMBIGUOUS
MBB3329398.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329399.1	EHJ92871.1	33.0	89.3	90.2	3.7999999999999996e-30	109.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329400.1	EHJ92862.1	63.7	91.3	95.4	9.48e-101	292.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329401.1	EHJ92861.1	81.9	99.5	99.5	2.09e-133	371.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329402.1	EHJ92860.1	72.3	94.8	95.7	1.01e-176	493.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329403.1	EHJ92859.1	51.4	90.0	98.3	1.49e-48	153.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329404.1	EHJ92857.1	84.5	100.0	100.0	4.08e-206	564.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329405.1	EHJ92856.1	77.4	100.0	100.0	3.93e-89	254.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329406.1	EHJ92855.1	90.8	99.8	100.0	2.06e-267	728.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329407.1	EHJ91973.1	60.0	95.5	92.6	3.72e-63	189.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329408.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329409.1	EHJ92854.1	75.3	100.0	100.0	3.6200000000000004e-181	500.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329410.1	EHJ92853.1	81.3	92.7	99.0	0.0	1271.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329411.1	EHJ92852.1	80.4	68.3	100.0	1.0299999999999999e-55	166.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329412.1	EHJ92851.1	83.6	97.8	98.9	5.549999999999999e-159	440.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329413.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329414.1	EHJ92850.1	53.4	86.4	82.0	1.36e-51	160.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329415.1	EHJ92849.1	49.7	99.0	97.5	2.7e-199	578.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329416.1	EHJ92848.1	71.7	94.4	96.9	8.72e-189	525.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329417.1	EHJ92847.1	67.5	93.6	89.4	1.8200000000000003e-185	523.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329418.1	EHJ94594.1	47.2	94.6	95.1	1.02e-59	184.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329419.1	EHJ92845.1	89.5	100.0	100.0	0.0	936.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329420.1	EHJ92756.1	32.7	48.8	45.2	5.38e-06	42.4	YES	NO	FUNCTION_CONFLICT
MBB3329421.1	EHJ92947.1	43.4	25.7	42.2	7e-15	70.9	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329422.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329423.1	EHJ91424.1	27.4	79.2	77.9	7.72e-14	64.3	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329424.1	EHJ92947.1	34.8	41.7	44.2	2.85e-11	58.9	YES	NO	FUNCTION_CONFLICT
MBB3329425.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329426.1	EHJ92842.1	86.1	99.3	99.4	0.0	1134.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329427.1	EHJ94356.1	31.1	81.5	87.1	2.8500000000000004e-43	152.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329428.1	EHJ92997.1	37.2	78.8	92.8	8.43e-31	107.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329429.1	EHJ94883.1	37.2	96.8	97.9	2.37e-86	267.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329430.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329431.1	EHJ92829.1	76.0	95.4	97.0	9.949999999999999e-120	337.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329432.1	EHJ92828.1	62.9	96.4	97.4	4.86e-191	537.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329433.1	EHJ92827.1	73.3	98.2	98.7	0.0	1401.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329434.1	EHJ92826.1	51.7	92.1	97.8	7.98e-116	342.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329435.1	EHJ92807.1	70.1	100.0	99.4	4.1599999999999996e-134	380.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329436.1	EHJ92806.1	46.9	80.5	89.7	3.31e-57	178.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329437.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329438.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329439.1	EHJ92805.1	62.7	100.0	100.0	1.22e-141	399.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329440.1	EHJ92803.1	93.7	100.0	98.8	2.07e-296	798.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329441.1	EHJ92802.1	82.0	98.8	97.1	1.37e-199	548.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329442.1	EHJ92801.1	82.6	98.1	98.1	9.36e-92	260.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329443.1	EHJ91368.1	27.4	61.9	67.7	2.99e-14	68.6	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329444.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329445.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329446.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329447.1	EHJ92799.1	88.3	99.2	99.4	0.0	880.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329448.1	EHJ92798.1	80.5	50.7	88.7	2.47e-132	380.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329449.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329450.1	EHJ92796.1	70.8	99.6	99.1	2.64e-115	325.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329451.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329452.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329453.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329454.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329455.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329456.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329457.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329458.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329459.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329460.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329461.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329462.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329463.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329464.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329465.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329466.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329467.1	EHJ92791.1	66.1	84.9	92.1	1.0299999999999999e-84	246.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329468.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329469.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329470.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329471.1	EHJ93749.1	56.3	89.2	93.1	1.4e-73	218.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329472.1	EHJ93748.1	60.8	93.2	100.0	2.84e-83	244.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329473.1	EHJ93747.1	70.4	93.8	89.1	2.42e-91	264.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329474.1	EHJ93746.1	64.1	99.6	99.5	3.3399999999999995e-241	672.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329475.1	EHJ93745.1	77.3	96.3	93.9	1.27e-229	630.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329476.1	EHJ93744.1	61.9	95.0	97.1	8.100000000000001e-144	408.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329477.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329478.1	EHJ92058.1	61.3	92.2	93.2	8.159999999999999e-191	538.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329479.1	EHJ92057.1	90.7	92.2	97.6	8.87e-145	403.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329480.1	EHJ92785.1	87.2	100.0	97.6	3.97e-293	797.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3329481.1	EHJ92784.1	73.0	100.0	100.0	1.2700000000000001e-144	404.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3329482.1	EHJ92771.1	64.6	100.0	100.0	1.23e-45	140.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3329483.1	EHJ92784.1	75.4	100.0	100.0	5.16e-151	421.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329484.1	EHJ92141.1	29.9	71.6	74.6	3.98e-23	93.2	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329485.1	EHJ92127.1	31.4	48.2	80.8	4.29e-24	99.4	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329486.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329487.1	EHJ92144.1	74.2	98.6	98.9	7.41e-181	501.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329488.1	EHJ92143.1	80.2	100.0	100.0	1.26e-209	576.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329489.1	EHJ92142.1	81.1	100.0	98.7	0.0	947.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329490.1	EHJ92141.1	87.5	100.0	100.0	3.0500000000000003e-173	476.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329491.1	EHJ92140.1	83.7	99.4	99.4	1.23e-193	532.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329492.1	EHJ92139.1	78.6	100.0	100.0	8.339999999999999e-243	665.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329493.1	EHJ92138.1	73.7	99.8	99.0	1.88e-256	705.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329494.1	EHJ92905.1	36.1	6.8	27.7	3.38e-07	48.9	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329495.1	EHJ92142.1	60.4	90.1	91.4	3.31e-228	638.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3329496.1	EHJ93214.1	52.4	96.8	92.7	1.56e-118	345.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3329497.1	EHJ92772.1	68.6	98.2	97.5	2.6999999999999998e-188	524.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329498.1	EHJ92768.1	85.5	95.1	98.3	4.5700000000000003e-70	202.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329499.1	EHJ91371.1	38.0	24.5	88.3	1.19e-19	85.9	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329500.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329501.1	EHJ92767.1	83.0	97.9	97.9	9.45e-165	456.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329502.1	EHJ92137.1	82.2	97.2	96.4	8.640000000000001e-302	820.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329503.1	EHJ92136.1	74.8	98.2	98.6	1.47e-112	318.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329504.1	EHJ92135.1	83.2	100.0	100.0	1.9599999999999998e-137	381.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329505.1	EHJ92152.1	88.5	95.1	95.7	0.0	954.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329506.1	EHJ92151.1	82.1	99.3	99.7	2.7799999999999997e-292	803.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329507.1	EHJ92150.1	60.2	99.4	99.4	2.31e-126	361.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329508.1	EHJ92149.1	70.4	100.0	100.0	0.0	1238.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329509.1	EHJ92148.1	65.2	97.6	100.0	3.23e-141	399.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329510.1	EHJ94645.1	32.6	65.6	60.6	7.230000000000001e-22	92.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329511.1	EHJ92128.1	88.2	100.0	100.0	1.2999999999999999e-174	480.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329512.1	EHJ92127.1	87.2	100.0	100.0	9.71e-192	525.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329513.1	EHJ92126.1	83.7	98.9	99.8	6.55e-288	781.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329514.1	EHJ92125.1	81.9	100.0	100.0	2.76e-216	592.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329515.1	EHJ92124.1	66.9	98.2	99.6	1.33e-235	652.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329516.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329517.1	EHJ92123.1	75.7	99.7	99.4	1.02e-173	481.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329518.1	EHJ92122.1	62.8	99.0	99.3	2.23e-123	351.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329519.1	EHJ93159.1	69.6	97.6	99.3	6.7e-151	421.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329520.1	EHJ92121.1	73.7	99.1	99.4	1.5899999999999998e-170	473.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329521.1	EHJ92120.1	83.1	100.0	100.0	0.0	1054.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329522.1	EHJ92764.1	56.5	99.4	99.6	5.26e-178	503.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329523.1	EHJ92763.1	63.7	97.1	97.4	6.27e-174	486.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329524.1	EHJ92761.1	72.8	82.1	81.4	1.6000000000000001e-43	135.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329525.1	EHJ92760.1	65.7	92.0	97.0	4.01e-99	286.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329526.1	EHJ92759.1	82.5	94.5	95.1	8.45e-88	251.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329527.1	EHJ92758.1	61.1	95.2	98.8	1.75e-147	417.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329528.1	EHJ92757.1	83.7	98.8	98.8	6.97e-154	425.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329529.1	EHJ92756.1	71.9	99.5	99.5	1.98e-100	286.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329530.1	EHJ92755.1	68.2	90.7	99.0	5.93e-144	405.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329531.1	EHJ92754.1	57.2	99.5	98.0	6.88e-116	338.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329532.1	EHJ92753.1	81.3	100.0	99.7	3.85e-184	508.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329533.1	EHJ93204.1	59.3	94.3	96.8	2.09e-170	485.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329534.1	EHJ92752.1	72.9	99.5	99.5	4.6099999999999996e-188	521.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329535.1	EHJ92751.1	73.6	91.8	100.0	1.86e-162	450.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329536.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329537.1	EHJ92396.1	91.9	100.0	100.0	0.0	1004.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329538.1	EHJ92395.1	75.5	72.1	61.3	1.97e-16	63.5	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329539.1	EHJ92394.1	82.7	92.4	95.7	4.03e-76	219.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329540.1	EHJ92393.1	74.4	100.0	100.0	1.33e-227	627.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329541.1	EHJ92477.1	37.5	62.6	66.0	4.32e-09	46.6	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329542.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329543.1	EHJ92391.1	83.5	83.2	97.3	4.13e-149	415.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329544.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329545.1	EHJ92382.1	70.7	88.0	84.4	8.369999999999999e-94	270.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329546.1	EHJ92381.1	79.1	92.4	93.2	4.39e-124	348.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329547.1	EHJ92380.1	70.4	98.8	99.2	0.0	1136.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329548.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329549.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329550.1	EHJ93086.1	86.9	100.0	100.0	5.88e-274	743.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3329551.1	EHJ92389.1	28.0	89.2	74.2	1.01e-54	194.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329552.1	EHJ91496.1	34.2	81.7	98.7	9.379999999999999e-62	202.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329553.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329554.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329555.1	EHJ93063.1	32.8	94.9	93.2	8.25e-65	213.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329556.1	EHJ91102.1	79.0	98.4	100.0	6.77e-34	107.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329557.1	EHJ91104.1	51.6	92.7	98.3	3.47e-102	298.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3329558.1	EHJ91104.1	83.9	97.6	99.3	1.2800000000000001e-184	506.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329559.1	EHJ91077.1	50.7	95.8	95.8	1.56e-46	145.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329560.1	EHJ91078.1	68.2	96.1	95.4	1.0200000000000001e-259	721.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329561.1	EHJ91105.1	65.4	99.4	98.1	5.4399999999999996e-67	197.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329562.1	EHJ91106.1	72.1	95.8	97.8	2.79e-71	207.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329563.1	EHJ91107.1	82.9	96.1	89.9	1.04e-125	353.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329564.1	EHJ91108.1	71.5	99.8	100.0	1.19e-217	602.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329565.1	EHJ91109.1	74.3	90.1	91.4	1.8699999999999999e-106	303.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329566.1	EHJ91110.1	76.6	84.2	86.2	3.8e-176	489.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329567.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329568.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329569.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329570.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329571.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329572.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329573.1	EHJ93091.1	79.6	97.5	97.8	4.78e-227	623.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329574.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329575.1	EHJ94613.1	71.2	98.2	98.2	4.899999999999999e-168	468.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329576.1	EHJ93275.1	22.8	99.3	91.0	1.33e-12	63.9	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329577.1	EHJ92414.1	32.5	52.4	36.3	4.86e-28	115.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329578.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329579.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329580.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329581.1	EHJ93601.1	54.6	98.7	97.2	1.07e-128	372.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329582.1	EHJ94027.1	55.9	97.8	99.1	9.93e-74	220.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329583.1	EHJ94028.1	68.1	95.9	95.9	1.44e-18	67.4	YES	YES	PROBABLE_ORTHOLOG
MBB3329584.1	EHJ94029.1	77.5	91.0	89.9	3.85e-122	344.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329585.1	EHJ94030.1	80.0	98.0	98.0	2.0100000000000002e-156	435.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329586.1	EHJ94031.1	71.1	91.7	86.7	4.28e-142	405.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329587.1	EHJ91459.1	61.3	97.1	97.1	1.02e-183	513.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3329588.1	EHJ91450.1	30.5	97.1	91.7	1.2e-65	219.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329589.1	EHJ91455.1	37.9	98.2	96.4	4.59e-87	266.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329590.1	EHJ92220.1	79.4	99.7	99.7	8.36e-217	596.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329591.1	EHJ92219.1	79.2	99.8	97.2	0.0	902.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329592.1	EHJ91085.1	21.9	90.1	94.4	1.15e-10	58.5	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329593.1	EHJ91201.1	77.1	96.0	98.6	3.98e-116	327.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329594.1	EHJ93750.1	30.1	61.7	19.9	1.12e-08	51.6	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329595.1	EHJ91200.1	72.4	99.6	99.6	0.0	1090.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329596.1	EHJ91199.1	65.1	92.4	99.7	2.11e-187	522.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329597.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329598.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329599.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329600.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329601.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329602.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329603.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329604.1	EHJ94036.1	74.6	100.0	99.4	2.99e-102	288.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329605.1	EHJ94037.1	71.9	100.0	100.0	4.7499999999999996e-55	164.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329606.1	EHJ93935.1	64.4	97.0	94.7	1.1199999999999999e-67	200.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329607.1	EHJ93943.1	58.2	95.2	95.6	5.650000000000001e-163	465.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329608.1	EHJ93944.1	79.2	96.9	96.4	2.16e-122	343.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329609.1	EHJ93945.1	55.3	85.8	82.0	1.86e-34	112.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329610.1	EHJ93946.1	47.4	99.4	98.7	4.95e-44	139.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329611.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329612.1	EHJ91450.1	26.4	53.2	48.2	9.81e-09	54.3	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329613.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329614.1	EHJ91389.1	33.5	61.1	71.3	2.99e-15	70.5	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329615.1	EHJ91221.1	41.1	74.0	100.0	1.07e-36	124.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329616.1	EHJ94303.1	80.3	98.7	98.7	4.96e-127	355.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329617.1	EHJ94302.1	66.6	98.0	96.2	4.3999999999999995e-197	552.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329618.1	EHJ93430.1	34.6	99.4	86.8	4.55e-20	80.1	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3329619.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329620.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3329621.1	EHJ92843.1	69.1	98.1	97.9	5.77e-263	728.0	YES	YES	PROBABLE_ORTHOLOG
MBB3329622.1	EHJ94038.1	55.8	94.9	96.7	1.5299999999999999e-83	248.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3329623.1	EHJ94039.1	67.7	98.0	95.7	3.81e-87	253.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3329624.1	EHJ94044.1	83.6	96.6	100.0	1.64e-171	473.0	YES	YES	PROBABLE_ORTHOLOG
