gene_id	protein_id	ncbi_annotation	uniprot_id	uniprot_reviewed	uniprot_function	ec	ko	kegg_gene	go	diamond_hit	rbh_hit	identity	query_coverage	subject_coverage	evalue	bitscore	reference_gene	reference_function	evidence_sources	evidence_class	conflict_flag
EHJ91152_1	EHJ91152.1	Efflux RND transporter periplasmic adaptor subunit	A0A265DUZ6	UNKNOWN	Efflux RND transporter periplasmic adaptor subunit	MISSING	MISSING			MBB3332421.1	YES	53.8	89.8	90.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ91153_1	EHJ91153.1	Malate dehydrogenase (EC 1.1.1.37)	A0ABX4G6M2	UNKNOWN	Catalyzes the reversible oxidation of malate to oxaloacetate..	1.1.1.37	MISSING			MBB3332422.1	YES	87.4	100.0	99.7			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91154.1	PIN domain-containing protein	A0A265DUS1	UNKNOWN	PIN domain-containing protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
EHJ91155_1	EHJ91155.1	Histidinol-phosphatase (EC 3.1.3.15) (Histidinol-phosphate phosphatase)	A0A265DUX8	UNKNOWN	Catalyzes the dephosphorylation of histidinol-phosphate to histidinol, the direct precursor of histidine..	3.1.3.15	MISSING			MBB3332423.1	YES	82.1	100.0	100.0			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
EHJ91156_1	EHJ91156.1	RNA pyrophosphohydrolase (EC 3.6.1.-) ((Di)nucleoside polyphosphate hydrolase)	A0ABX4G8D1	UNKNOWN	Accelerates the degradation of transcripts by removing pyrophosphate from the 5'-end of triphosphorylated RNA, leading to a more labile monophosphorylated state that can stimulate subsequent ribonuclease cleavage..	3.6.1.-	MISSING			MBB3332424.1	YES	89.0	100.0	92.1			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
EHJ91157_1	EHJ91157.1	Phosphoenolpyruvate-protein phosphotransferase ptsP	UNMAPPED	UNKNOWN	Phosphoenolpyruvate-protein phosphotransferase ptsP	MISSING	MISSING			MBB3332425.1	YES	82.3	100.0	100.0			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ91158.1	hypothetical protein KUC_3600	UNMAPPED	UNKNOWN	hypothetical protein KUC_3600	MISSING	MISSING			MBB3332426.1	YES	57.7	95.8	80.1			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ91159.1	Response regulator	A0A265DUQ9	UNKNOWN	Response regulator	MISSING	MISSING			MBB3332427.1	YES	44.3	67.0	62.2			UNMAPPED	MISSING	UNIPROT;HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91160.1	hypothetical protein KUC_3602	UNMAPPED	UNKNOWN	hypothetical protein KUC_3602	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91161.1	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145)	A0A265DUR4	UNKNOWN	Catalyzes the transfer of the diacylglyceryl group from phosphatidylglycerol to the sulfhydryl group of the N-terminal cysteine of a prolipoprotein, the first step in the formation of mature lipoproteins..	2.5.1.145	MISSING			MBB3332428.1	YES	83.2	100.0	99.2			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
EHJ91162_1	EHJ91162.1	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	A0A265DUR6	UNKNOWN	Catalyzes the reductive methylation of 2'-deoxyuridine-5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis..	2.1.1.45	MISSING			MBB3332711.1	YES	83.1	97.8	98.2			Csal_2572	thymidylate synthase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91163_1	EHJ91163.1	Dihydrofolate reductase (EC 1.5.1.3)	A0A265DUU4	UNKNOWN	Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis..	1.5.1.3	MISSING			MBB3332712.1	YES	69.4	95.2	94.6			Csal_2571	dihydrofolate reductase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91164.1	ABC transporter substrate-binding protein	A0A265DV03	UNKNOWN	ABC transporter substrate-binding protein	MISSING	MISSING			MBB3332713.1	YES	71.7	26.2	31.6			UNMAPPED	MISSING	UNIPROT;HC_RBH	UNMAPPED	NO
EHJ91165_1	EHJ91165.1	Porin	A0A265DUT1	UNKNOWN	Porin	MISSING	MISSING			MBB3332714.1	YES	57.7	100.0	100.0			Csal_2569	porin	UNIPROT;HC_RBH;HALOGEM_RBH	PROBABLE	NO
EHJ91166_1	EHJ91166.1	Phosphoglucomutase (EC 5.4.2.2)	A0A265DVM9	UNKNOWN	Phosphoglucomutase (EC 5.4.2.2)	5.4.2.2	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT;EC	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91167.1	Transcription/translation regulatory transformer protein RfaH	A0A265DUS9	UNKNOWN	Transcription/translation regulatory transformer protein RfaH	MISSING	MISSING			MBB3332131.1	YES	62.0	96.1	97.1			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91168.1	Diguanylate cyclase	A0ABX4G8H6	UNKNOWN	Diguanylate cyclase	MISSING	MISSING			MBB3332716.1	YES	41.5	97.6	95.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ91169_1	EHJ91169.1	Malate transporter	A0A265DUY2	UNKNOWN	Malate transporter	MISSING	MISSING			MBB3331172.1	YES	66.8	99.4	99.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91170.1	Transcriptional regulator	A0A265DUR2	UNKNOWN	Transcriptional regulator	MISSING	MISSING			MBB3331528.1	YES	28.8	91.7	90.8			UNMAPPED	MISSING	UNIPROT;HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91171.1	hypothetical protein KUC_3614	UNMAPPED	UNKNOWN	hypothetical protein KUC_3614	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91172.1	hypothetical protein KUC_3615	UNMAPPED	UNKNOWN	hypothetical protein KUC_3615	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91173.1	hypothetical protein KUC_3616	UNMAPPED	UNKNOWN	hypothetical protein KUC_3616	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91174.1	KAP NTPase domain-containing protein	A0A265DUS7	UNKNOWN	KAP NTPase domain-containing protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91175.1	hypothetical protein KUC_3618	UNMAPPED	UNKNOWN	hypothetical protein KUC_3618	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91176.1	CreA protein	A0ABX4G5S8	UNKNOWN	CreA protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91177.1	SCP domain-containing protein	A0A265DV11	UNKNOWN	SCP domain-containing protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91178.1	Pyridoxamine 5'-phosphate oxidase	A0ABX4G634	UNKNOWN	Pyridoxamine 5'-phosphate oxidase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91179.1	DUF333 domain-containing protein	A0A265DUW9	UNKNOWN	DUF333 domain-containing protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91180.1	hypothetical protein KUC_3623	UNMAPPED	UNKNOWN	hypothetical protein KUC_3623	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91181.1	Histidine utilization repressor	A0A265DVP0	UNKNOWN	Histidine utilization repressor	MISSING	MISSING			MBB3330809.1	YES	26.8	81.4	78.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	UNMAPPED	NO
EHJ91182_1	EHJ91182.1	Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)	A0A265DUT9	UNKNOWN	Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)	2.6.1.9	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT;EC	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91183.1	Glutamine transport ATP-binding protein GlnQ	UNMAPPED	UNKNOWN	Glutamine transport ATP-binding protein GlnQ	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91184.1	hypothetical protein KUC_3627	UNMAPPED	UNKNOWN	hypothetical protein KUC_3627	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91185.1	hypothetical protein KUC_3628	UNMAPPED	UNKNOWN	hypothetical protein KUC_3628	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
EHJ91186_1	EHJ91186.1	Amino acid ABC transporter permease	A0A265DUS3	UNKNOWN	Amino acid ABC transporter permease	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
EHJ91187_1	EHJ91187.1	Amino acid ABC transporter	A0A265DUT7	UNKNOWN	Amino acid ABC transporter	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91188.1	hypothetical protein KUC_3631	UNMAPPED	UNKNOWN	hypothetical protein KUC_3631	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
EHJ91189_1	EHJ91189.1	hypothetical protein KUC_3632	UNMAPPED	UNKNOWN	hypothetical protein KUC_3632	MISSING	MISSING			MBB3332082.1	NO	27.1	39.9	23.2			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91190.1	Histidine ammonia-lyase	UNMAPPED	UNKNOWN	Histidine ammonia-lyase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
EHJ91191_1	EHJ91191.1	Histidine ammonia-lyase	UNMAPPED	UNKNOWN	Histidine ammonia-lyase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91192.1	hypothetical protein KUC_3635	UNMAPPED	UNKNOWN	hypothetical protein KUC_3635	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91193.1	HutD family protein	A0A265DUX0	UNKNOWN	HutD family protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91194.1	Histidine utilization repressor	A0A265DV21	UNKNOWN	Histidine utilization repressor	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
EHJ91195_1	EHJ91195.1	Formimidoylglutamate deiminase	A0A265DUV1	UNKNOWN	Formimidoylglutamate deiminase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
EHJ91196_1	EHJ91196.1	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	A0A265DVQ0	UNKNOWN	Catalyzes the conversion of urocanate to 4-imidazolone-5-propionate..	4.2.1.49	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT;EC	UNMAPPED	NO
EHJ91197_1	EHJ91197.1	Imidazolonepropionase (EC 3.5.2.7) (Imidazolone-5-propionate hydrolase)	A0ABX4G5V6	UNKNOWN	Catalyzes the hydrolytic cleavage of the carbon-nitrogen bond in imidazolone-5-propanoate to yield N-formimidoyl-L-glutamate. It is the third step in the universal histidine degradation pathway..	3.5.2.7	MISSING			MBB3332115.1	YES	26.2	78.1	90.9			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	UNMAPPED	NO
EHJ91198_1	EHJ91198.1	N-formylglutamate deformylase	A0A265DUU9	UNKNOWN	N-formylglutamate deformylase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91199.1	Iron ABC transporter permease	A0ABX4G5U1	UNKNOWN	Iron ABC transporter permease	MISSING	MISSING			MBB3329596.1	YES	65.1	92.4	99.7			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ91200.1	ABC transporter permease	A0A265DUT5	UNKNOWN	ABC transporter permease	MISSING	MISSING			MBB3329595.1	YES	72.4	99.6	99.6			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ91201.1	ABC transporter ATP-binding protein	A0A265DUT4	UNKNOWN	ABC transporter ATP-binding protein	MISSING	MISSING			MBB3329593.1	YES	77.1	96.0	98.6			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ91202.1	diguanylate cyclase (EC 2.7.7.65)	A0A265DUU7	UNKNOWN	diguanylate cyclase (EC 2.7.7.65)	2.7.7.65	MISSING			MBB3332467.1	YES	55.2	92.4	94.2			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ91203.1	GntR family transcriptional regulator	A0A265DUU2	UNKNOWN	GntR family transcriptional regulator	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91204.1	gluconate dehydratase (EC 4.2.1.39) (D-gluconate dehydratase) (D-mannonate dehydratase)	A0A265DUY0	UNKNOWN	Has low dehydratase activity with D-mannonate and D-gluconate, suggesting that these are not physiological substrates and that it has no significant role in the in vivo degradation of these compounds. Has no detectable activity with a panel of 70 other acid sugars (in vitro)..	4.2.1.39	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT;EC	UNMAPPED	NO
EHJ91205_1	EHJ91205.1	Zn-dependent oxidoreductase	A0A265DV31	UNKNOWN	Zn-dependent oxidoreductase	MISSING	MISSING			MBB3330985.1	YES	35.2	90.4	96.5			Csal_0359	erythritol/L-threitol dehydrogenase	UNIPROT;HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91206.1	C4-dicarboxylate ABC transporter	A0A265DUW1	UNKNOWN	C4-dicarboxylate ABC transporter	MISSING	MISSING			MBB3330994.1	NO	31.5	95.5	97.8			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91207.1	TRAP transporter small permease protein	A0A265DVQ9	UNKNOWN	Part of the tripartite ATP-independent periplasmic (TRAP) transport system..	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91208.1	TRAP transporter large permease protein	A0ABX4G5U9	UNKNOWN	Part of the tripartite ATP-independent periplasmic (TRAP) transport system..	MISSING	MISSING			MBB3330992.1	YES	47.2	88.2	98.8			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ91209_1	EHJ91209.1	Mannitol dehydrogenase family protein	A0A265DV14	UNKNOWN	Mannitol dehydrogenase family protein	MISSING	MISSING			MBB3330980.1	YES	68.8	99.2	98.8			Csal_2979	mannitol dehydrogenase family protein	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91210_1	EHJ91210.1	Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase)	A0A265DUU3	UNKNOWN	Catalyzes the dehydration of D-mannonate..	4.2.1.8	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			Csal_2980	mannonate dehydratase	UNIPROT;EC;HALOGEM_RBH	PROBABLE	NO
EHJ91211_1	EHJ91211.1	Haloacid dehalogenase	A0A265DV23	UNKNOWN	Haloacid dehalogenase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
EHJ91212_1	EHJ91212.1	Bifunctional glyoxylate/hydroxypyruvate reductase B (EC 1.1.1.79, EC 1.1.1.81)	A0A265DUU6	UNKNOWN	Bifunctional glyoxylate/hydroxypyruvate reductase B (EC 1.1.1.79, EC 1.1.1.81)	1.1.1.79; 1.1.1.81	MISSING			MBB3330978.1	YES	73.1	99.1	99.7			Csal_0273	D-glycerate dehydrogenase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	CONFLICT	YES
EHJ91213_1	EHJ91213.1	Sugar kinase	A0A265DY05	UNKNOWN	Sugar kinase	MISSING	MISSING			MBB3330977.1	YES	71.1	97.5	96.3			Csal_0274	sugar kinase	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91214.1	LacI family transcriptional regulator	A0A265DXT7	UNKNOWN	LacI family transcriptional regulator	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91215.1	Metal-dependent phosphohydrolase	A0ABX4G925	UNKNOWN	Metal-dependent phosphohydrolase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91216.1	tRNA 5-carboxymethoxyuridine methyltransferase (EC 2.1.1.-) (cmo5U methyltransferase)	A0A265DXU8	UNKNOWN	Catalyzes the methylation of 5-carboxymethoxyuridine (cmo5U) to form 5-methoxycarbonylmethoxyuridine (mcmo5U) at position 34 in tRNAs..	2.1.1.-	MISSING			MBB3331243.1	YES	67.3	90.7	93.2			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91217.1	16S rRNA methyltransferase	A0A265DY35	UNKNOWN	16S rRNA methyltransferase	MISSING	MISSING			MBB3331242.1	YES	54.9	99.7	99.1			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ91218.1	SIMPL domain-containing protein	A0ABX4G9H4	UNKNOWN	SIMPL domain-containing protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91219.1	Transcription elongation factor GreB (Transcript cleavage factor GreB)	A0A265DXQ9	UNKNOWN	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreB releases sequences of up to 9 nucleotides in length..	MISSING	MISSING			MBB3331239.1	YES	75.9	97.2	98.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91220.1	hypothetical protein KUC_3663	UNMAPPED	UNKNOWN	hypothetical protein KUC_3663	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91221.1	hypothetical protein KUC_3664	UNMAPPED	UNKNOWN	hypothetical protein KUC_3664	MISSING	MISSING			MBB3331238.1	YES	67.1	76.3	99.4			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
EHJ91222_1	EHJ91222.1	ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase)	A0A265DXU3	UNKNOWN	Acts on ADP-mannose and ADP-glucose as well as ADP-ribose. Prevents glycogen biosynthesis. The reaction catalyzed by this enzyme is a limiting step of the gluconeogenic process..	3.6.1.13	MISSING			MBB3331236.1	YES	69.9	98.1	89.3			Csal_2556	NUDIX domain-containing protein	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91223.1	DUF1249 domain-containing protein	A0ABX4GE50	UNKNOWN	DUF1249 domain-containing protein	MISSING	MISSING			MBB3331235.1	YES	69.6	100.0	98.7			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
EHJ91224_1	EHJ91224.1	Phosphodiesterase	A0A265DXZ5	UNKNOWN	Phosphodiesterase	MISSING	MISSING			MBB3331234.1	YES	57.5	98.8	99.6			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ91225_1	EHJ91225.1	Sulfate adenylyltransferase subunit 2 1	UNMAPPED	UNKNOWN	Sulfate adenylyltransferase subunit 2 1	MISSING	MISSING			MBB3331233.1	YES	88.2	92.0	100.0			Csal_1686	sulfate adenylyltransferase subunit CysD	HC_RBH;HALOGEM_RBH	HIGH	NO
EHJ91226_1	EHJ91226.1	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) (ATP-sulfurylase large subunit) (Sulfate adenylate transferase) (SAT)	A0A265DYP5	UNKNOWN	With CysD forms the ATP sulfurylase (ATPS) that catalyzes the adenylation of sulfate producing adenosine 5'-phosphosulfate (APS) and diphosphate, the first enzymatic step in sulfur assimilation pathway. APS synthesis involves the formation of a high-energy phosphoric-sulfuric acid anhydride bond driven by GTP hydrolysis by CysN coupled to ATP hydrolysis by CysD..	2.7.7.4	MISSING			MBB3331232.1	YES	75.5	99.6	99.4			Csal_2552	sulfate adenylyltransferase subunit CysN	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91227.1	Sulfate transporter	A0A265DXT8	UNKNOWN	Sulfate transporter	MISSING	MISSING			MBB3329307.1	YES	77.6	93.4	94.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ91228_1	EHJ91228.1	ABC transporter ATP-binding protein	A0ABX4GBD9	UNKNOWN	ABC transporter ATP-binding protein	MISSING	MISSING			MBB3329306.1	YES	70.4	89.3	98.2			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ91229.1	ABC transporter permease	A0A265DXV4	UNKNOWN	ABC transporter permease	MISSING	MISSING			MBB3329305.1	YES	78.2	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ91230_1	EHJ91230.1	DNA-binding protein	A0A265DXQ0	UNKNOWN	DNA-binding protein	MISSING	MISSING			MBB3329304.1	YES	72.2	98.0	98.6			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91231.1	DUF2183 domain-containing protein	A0A265DXR6	UNKNOWN	DUF2183 domain-containing protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91232.1	Peptidase	A0A265DXT3	UNKNOWN	Peptidase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91233.1	hypothetical protein KUC_3676	UNMAPPED	UNKNOWN	hypothetical protein KUC_3676	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91234.1	hypothetical protein KUC_3677	UNMAPPED	UNKNOWN	hypothetical protein KUC_3677	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91235.1	DUF4123 domain-containing protein	A0A265DXY5	UNKNOWN	DUF4123 domain-containing protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91236.1	Alpha/beta hydrolase	A0ABX4G8L9	UNKNOWN	Alpha/beta hydrolase	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91237.1	WD40 repeat domain-containing protein	A0A265DYN9	UNKNOWN	WD40 repeat domain-containing protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
